user_id,steam_id,item_id,item_name,playtime_forever,playtime_2weeks
76561197970982479,76561197970982479,10,Counter-Strike,6,0.0
76561197970982479,76561197970982479,20,Team Fortress Classic,0,0.0
76561197970982479,76561197970982479,30,Day of Defeat,7,0.0
76561197970982479,76561197970982479,40,Deathmatch Classic,0,0.0
76561197970982479,76561197970982479,50,Half-Life: Opposing Force,0,0.0
76561197970982479,76561197970982479,60,Ricochet,0,0.0
76561197970982479,76561197970982479,70,Half-Life,0,0.0
76561197970982479,76561197970982479,130,Half-Life: Blue Shift,0,0.0
76561197970982479,76561197970982479,300,Day of Defeat: Source,4733,0.0
76561197970982479,76561197970982479,240,Counter-Strike: Source,1853,0.0
76561197970982479,76561197970982479,3830,Psychonauts,333,0.0
76561197970982479,76561197970982479,2630,Call of Duty 2,75,0.0
76561197970982479,76561197970982479,3900,Sid Meier's Civilization IV,338,0.0
76561197970982479,76561197970982479,34440,Sid Meier's Civilization IV,0,0.0
76561197970982479,76561197970982479,3920,Sid Meier's Pirates!,2,0.0
76561197970982479,76561197970982479,6400,Joint Task Force,286,0.0
76561197970982479,76561197970982479,6910,Deus Ex: Game of the Year Edition,2685,0.0
76561197970982479,76561197970982479,7670,BioShock,633,0.0
76561197970982479,76561197970982479,409710,BioShock Remastered,0,0.0
76561197970982479,76561197970982479,220,Half-Life 2,696,0.0
76561197970982479,76561197970982479,320,Half-Life 2: Deathmatch,0,0.0
76561197970982479,76561197970982479,340,Half-Life 2: Lost Coast,37,0.0
76561197970982479,76561197970982479,360,Half-Life Deathmatch: Source,0,0.0
76561197970982479,76561197970982479,380,Half-Life 2: Episode One,168,0.0
76561197970982479,76561197970982479,400,Portal,173,0.0
76561197970982479,76561197970982479,420,Half-Life 2: Episode Two,323,0.0
76561197970982479,76561197970982479,9340,Company of Heroes: Opposing Fronts,692,0.0
76561197970982479,76561197970982479,228200,Company of Heroes (New Steam Version),0,0.0
76561197970982479,76561197970982479,11450,Overlord,0,0.0
76561197970982479,76561197970982479,7940,Call of Duty 4: Modern Warfare,1185,0.0
76561197970982479,76561197970982479,4700,Medieval II: Total War,477,0.0
76561197970982479,76561197970982479,12900,Audiosurf,115,0.0
76561197970982479,76561197970982479,13250,Unreal Gold,0,0.0
76561197970982479,76561197970982479,16100,Virtual Villagers: A New Home,0,0.0
76561197970982479,76561197970982479,15700,Oddworld: Abe's Oddysee,28,0.0
76561197970982479,76561197970982479,15710,Oddworld: Abe's Exoddus,0,0.0
76561197970982479,76561197970982479,17330,Crysis Warhead,31,0.0
76561197970982479,76561197970982479,17340,Crysis Wars,0,0.0
76561197970982479,76561197970982479,22000,World of Goo,195,0.0
76561197970982479,76561197970982479,500,Left 4 Dead,513,0.0
76561197970982479,76561197970982479,4560,Company of Heroes,1061,0.0
76561197970982479,76561197970982479,17460,Mass Effect,1613,0.0
76561197970982479,76561197970982479,10500,Empire: Total War,186,0.0
76561197970982479,76561197970982479,24740,Burnout Paradise: The Ultimate Box,0,0.0
76561197970982479,76561197970982479,22200,Zeno Clash,271,0.0
76561197970982479,76561197970982479,26800,Braid,445,0.0
76561197970982479,76561197970982479,1250,Killing Floor,10006,0.0
76561197970982479,76561197970982479,35420,Killing Floor Mod: Defence Alliance 2,0,0.0
76561197970982479,76561197970982479,3590,Plants vs. Zombies: Game of the Year,4413,0.0
76561197970982479,76561197970982479,8880,Freedom Force,0,0.0
76561197970982479,76561197970982479,8890,Freedom Force vs. the 3rd Reich,0,0.0
76561197970982479,76561197970982479,23120,Droplitz,53,0.0
76561197970982479,76561197970982479,35700,Trine,199,0.0
76561197970982479,76561197970982479,10140,3D Ultra Minigolf Adventures Deluxe,25,0.0
76561197970982479,76561197970982479,35010,Batman: Arkham Asylum,570,0.0
76561197970982479,76561197970982479,35140,Batman: Arkham Asylum GOTY Edition,0,0.0
76561197970982479,76561197970982479,29180,Osmos,940,0.0
76561197970982479,76561197970982479,15520,AaAaAA!!! - A Reckless Disregard for Gravity,110,0.0
76561197970982479,76561197970982479,32370,STAR WARS™: Knights of the Old Republic™,5,0.0
76561197970982479,76561197970982479,37700,Darkest of Days,782,0.0
76561197970982479,76561197970982479,6020,STAR WARS™ Jedi Knight: Jedi Academy™,77,0.0
76561197970982479,76561197970982479,24860,Battlefield 2,437,0.0
76561197970982479,76561197970982479,39530,Painkiller: Black Edition,503,0.0
76561197970982479,76561197970982479,550,Left 4 Dead 2,1474,0.0
76561197970982479,76561197970982479,223530,Left 4 Dead 2 Beta,0,0.0
76561197970982479,76561197970982479,8980,Borderlands,3061,0.0
76561197970982479,76561197970982479,41500,Torchlight,536,0.0
76561197970982479,76561197970982479,20900,The Witcher: Enhanced Edition,139,0.0
76561197970982479,76561197970982479,10180,Call of Duty: Modern Warfare 2,1886,0.0
76561197970982479,76561197970982479,10190,Call of Duty: Modern Warfare 2 - Multiplayer,1784,0.0
76561197970982479,76561197970982479,17450,Dragon Age: Origins,4431,0.0
76561197970982479,76561197970982479,3170,King's Bounty: Armored Princess,1021,0.0
76561197970982479,76561197970982479,25900,King's Bounty: The Legend,1389,0.0
76561197970982479,76561197970982479,31410,Zombie Driver,95,0.0
76561197970982479,76561197970982479,24980,Mass Effect 2,5001,0.0
76561197970982479,76561197970982479,8850,BioShock 2,1504,0.0
76561197970982479,76561197970982479,409720,BioShock 2 Remastered,0,0.0
76561197970982479,76561197970982479,46000,Bob Came in Pieces,11,0.0
76561197970982479,76561197970982479,33230,Assassin's Creed II,1636,0.0
76561197970982479,76561197970982479,20820,Shatter,46,0.0
76561197970982479,76561197970982479,47700,Command and Conquer 4: Tiberian Twilight,85,0.0
76561197970982479,76561197970982479,24960,Battlefield: Bad Company 2,5716,0.0
76561197970982479,76561197970982479,43110,Metro 2033,834,0.0
76561197970982479,76561197970982479,8190,Just Cause 2,3083,0.0
76561197970982479,76561197970982479,49600,Beat Hazard,127,0.0
76561197970982479,76561197970982479,31220,Sam & Max 301: The Penal Zone,71,0.0
76561197970982479,76561197970982479,31230,Sam & Max 302: The Tomb of Sammun-Mak,0,0.0
76561197970982479,76561197970982479,31240,Sam & Max 303: They Stole Max's Brain!,0,0.0
76561197970982479,76561197970982479,31250,Sam & Max 304: Beyond the Alley of the Dolls,0,0.0
76561197970982479,76561197970982479,31260,Sam & Max 305: The City that Dares not Sleep,0,0.0
76561197970982479,76561197970982479,21090,F.E.A.R.,585,0.0
76561197970982479,76561197970982479,21110,F.E.A.R.: Extraction Point,146,0.0
76561197970982479,76561197970982479,21120,F.E.A.R.: Perseus Mandate,0,0.0
76561197970982479,76561197970982479,49400,Magic: The Gathering - Duels of the Planeswalkers,32,0.0
76561197970982479,76561197970982479,33910,Arma 2,3,0.0
76561197970982479,76561197970982479,33930,Arma 2: Operation Arrowhead,3,0.0
76561197970982479,76561197970982479,219540,Arma 2: Operation Arrowhead Beta (Obsolete),0,0.0
76561197970982479,76561197970982479,17410,Mirror's Edge,0,0.0
76561197970982479,76561197970982479,205790,Dota 2 Test,0,0.0
76561197970982479,76561197970982479,50130,Mafia II,707,0.0
76561197970982479,76561197970982479,62100,Chime,50,0.0
76561197970982479,76561197970982479,31280,Poker Night at the Inventory,206,0.0
76561197970982479,76561197970982479,57300,Amnesia: The Dark Descent,12,0.0
76561197970982479,76561197970982479,21970,R.U.S.E,64,0.0
76561197970982479,76561197970982479,8930,Sid Meier's Civilization V,10345,0.0
76561197970982479,76561197970982479,41000,Serious Sam HD: The First Encounter,369,0.0
76561197970982479,76561197970982479,41050,Serious Sam Classic: The First Encounter,76,0.0
76561197970982479,76561197970982479,41060,Serious Sam Classic: The Second Encounter,0,0.0
76561197970982479,76561197970982479,227780,Serious Sam Classics: Revolution,0,0.0
76561197970982479,76561197970982479,18040,DeathSpank,594,0.0
76561197970982479,76561197970982479,22380,Fallout: New Vegas,43,0.0
76561197970982479,76561197970982479,42700,Call of Duty: Black Ops,966,0.0
76561197970982479,76561197970982479,42710,Call of Duty: Black Ops - Multiplayer,2452,0.0
76561197970982479,76561197970982479,62000,Flight Control HD,25,0.0
76561197970982479,76561197970982479,40800,Super Meat Boy,119,0.0
76561197970982479,76561197970982479,9500,Gish,6,0.0
76561197970982479,76561197970982479,18700,And Yet It Moves,0,0.0
76561197970982479,76561197970982479,31270,Puzzle Agent,0,0.0
76561197970982479,76561197970982479,58200,Jolly Rover,0,0.0
76561197970982479,76561197970982479,70400,Recettear: An Item Shop's Tale,537,0.0
76561197970982479,76561197970982479,41300,Altitude,50,0.0
76561197970982479,76561197970982479,41800,Gratuitous Space Battles,149,0.0
76561197970982479,76561197970982479,42500,DogFighter,0,0.0
76561197970982479,76561197970982479,49900,Plain Sight,23,0.0
76561197970982479,76561197970982479,55000,Flotilla,0,0.0
76561197970982479,76561197970982479,34330,Total War: SHOGUN 2,1538,0.0
76561197970982479,76561197970982479,63200,Monday Night Combat,573,0.0
76561197970982479,76561197970982479,99810,Bulletstorm,2,0.0
76561197970982479,76561197970982479,620,Portal 2,887,0.0
76561197970982479,76561197970982479,42910,Magicka,588,0.0
76561197970982479,76561197970982479,15500,The Wonderful End of the World,0,0.0
76561197970982479,76561197970982479,15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),4,0.0
76561197970982479,76561197970982479,18500,Defense Grid: The Awakening,126,0.0
76561197970982479,76561197970982479,26500,Cogs,0,0.0
76561197970982479,76561197970982479,35460,The Ball,0,0.0
76561197970982479,76561197970982479,38700,Toki Tori,0,0.0
76561197970982479,76561197970982479,38720,RUSH,0,0.0
76561197970982479,76561197970982479,63700,BIT.TRIP BEAT,0,0.0
76561197970982479,76561197970982479,280,Half-Life: Source,0,0.0
76561197970982479,76561197970982479,20920,The Witcher 2: Assassins of Kings Enhanced Edition,1343,0.0
76561197970982479,76561197970982479,105600,Terraria,772,0.0
76561197970982479,76561197970982479,98200,Frozen Synapse,9,0.0
76561197970982479,76561197970982479,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,0,0.0
76561197970982479,76561197970982479,4540,Titan Quest,3,0.0
76561197970982479,76561197970982479,4550,Titan Quest: Immortal Throne,76,0.0
76561197970982479,76561197970982479,9480,Saints Row 2,0,0.0
76561197970982479,76561197970982479,15620,"Warhammer® 40,000™: Dawn of War® II",2085,0.0
76561197970982479,76561197970982479,20500,Red Faction: Guerrilla Steam Edition,0,0.0
76561197970982479,76561197970982479,20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",69,0.0
76561197970982479,76561197970982479,50620,Darksiders,101,0.0
76561197970982479,76561197970982479,55100,Homefront,51,0.0
76561197970982479,76561197970982479,55140,MX vs. ATV Reflex,0,0.0
76561197970982479,76561197970982479,56400,"Warhammer® 40,000™: Dawn of War® II – Retribution™",678,0.0
76561197970982479,76561197970982479,475150,Titan Quest Anniversary Edition,0,0.0
76561197970982479,76561197970982479,96100,Defy Gravity,9,0.0
76561197970982479,76561197970982479,35450,Rising Storm/Red Orchestra 2 Multiplayer,14194,0.0
76561197970982479,76561197970982479,236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,0,0.0
76561197970982479,76561197970982479,72850,The Elder Scrolls V: Skyrim,2512,0.0
76561197970982479,76561197970982479,107100,Bastion,640,0.0
76561197970982479,76561197970982479,57690,Tropico 4,1815,0.0
76561197970982479,76561197970982479,91310,Dead Island,2078,0.0
76561197970982479,76561197970982479,113200,The Binding of Isaac,1494,0.0
76561197970982479,76561197970982479,65800,Dungeon Defenders,130,0.0
76561197970982479,76561197970982479,9200,RAGE,653,0.0
76561197970982479,76561197970982479,41070,Serious Sam 3: BFE,716,0.0
76561197970982479,76561197970982479,48950,Greed Corp,72,0.0
76561197970982479,76561197970982479,92800,SpaceChem,262,0.0
76561197970982479,76561197970982479,104700,Super Monday Night Combat,44,0.0
76561197970982479,76561197970982479,203770,Crusader Kings II,18,0.0
76561197970982479,76561197970982479,203810,Dear Esther,86,0.0
76561197970982479,76561197970982479,110800,L.A. Noire,1204,0.0
76561197970982479,76561197970982479,207610,The Walking Dead,798,0.0
76561197970982479,76561197970982479,98300,Toy Soldiers,110,0.0
76561197970982479,76561197970982479,50300,Spec Ops: The Line,296,0.0
76561197970982479,76561197970982479,204300,Awesomenauts,0,0.0
76561197970982479,76561197970982479,1700,Arx Fatalis,0,0.0
76561197970982479,76561197970982479,205100,Dishonored,1429,0.0
76561197970982479,76561197970982479,211120,The Political Machine,1,0.0
76561197970982479,76561197970982479,730,Counter-Strike: Global Offensive,23532,0.0
76561197970982479,76561197970982479,49520,Borderlands 2,1303,0.0
76561197970982479,76561197970982479,200260,Batman: Arkham City GOTY,100,0.0
76561197970982479,76561197970982479,212680,FTL: Faster Than Light,500,0.0
76561197970982479,76561197970982479,200710,Torchlight II,459,0.0
76561197970982479,76561197970982479,219150,Hotline Miami,0,0.0
76561197970982479,76561197970982479,215510,Rocketbirds: Hardboiled Chicken,0,0.0
76561197970982479,76561197970982479,8870,BioShock Infinite,2084,0.0
76561197970982479,76561197970982479,200510,XCOM: Enemy Unknown,3478,0.0
76561197970982479,76561197970982479,220240,Far Cry® 3,182,0.0
76561197970982479,76561197970982479,218680,Scribblenauts Unlimited,0,0.0
76561197970982479,76561197970982479,228280,Baldur's Gate: Enhanced Edition,905,0.0
76561197970982479,76561197970982479,212070,Star Conflict,0,0.0
76561197970982479,76561197970982479,218230,PlanetSide 2,51,0.0
76561197970982479,76561197970982479,236390,War Thunder,50,0.0
76561197970982479,76561197970982479,3483,Peggle Extreme,0,0.0
76561197970982479,76561197970982479,203160,Tomb Raider,0,0.0
76561197970982479,76561197970982479,227080,Papo & Yo,81,0.0
76561197970982479,76561197970982479,233450,Prison Architect,24,0.0
76561197970982479,76561197970982479,43160,Metro: Last Light,712,0.0
76561197970982479,76561197970982479,219740,Don't Starve,139,0.0
76561197970982479,76561197970982479,322330,Don't Starve Together,0,0.0
76561197970982479,76561197970982479,222730,Reus,319,0.0
76561197970982479,76561197970982479,241600,Rogue Legacy,73,0.0
76561197970982479,76561197970982479,238930,"7 Grand Steps, Step 1: What Ancients Begat",159,0.0
76561197970982479,76561197970982479,217140,Rise of the Triad,199,0.0
76561197970982479,76561197970982479,39140,FINAL FANTASY VII,2896,0.0
76561197970982479,76561197970982479,225080,Brothers - A Tale of Two Sons,0,0.0
76561197970982479,76561197970982479,239030,"Papers, Please",194,0.0
76561197970982479,76561197970982479,248820,Risk of Rain,272,0.0
76561197970982479,76561197970982479,239350,Spelunky,458,0.0
76561197970982479,76561197970982479,218620,PAYDAY 2,574,0.0
76561197970982479,76561197970982479,206420,Saints Row IV,0,0.0
76561197970982479,76561197970982479,236850,Europa Universalis IV,89,0.0
76561197970982479,76561197970982479,47790,Medal of Honor(TM) Single Player,230,0.0
76561197970982479,76561197970982479,47830,Medal of Honor(TM) Multiplayer,0,0.0
76561197970982479,76561197970982479,250320,The Wolf Among Us,500,0.0
76561197970982479,76561197970982479,250900,The Binding of Isaac: Rebirth,329,0.0
76561197970982479,76561197970982479,204450,Call of Juarez Gunslinger,241,0.0
76561197970982479,76561197970982479,233270,Far Cry® 3 Blood Dragon,0,0.0
76561197970982479,76561197970982479,251990,Long Live The Queen,135,0.0
76561197970982479,76561197970982479,253980,Enclave,0,0.0
76561197970982479,76561197970982479,236450,PAC-MAN Championship Edition DX+,154,0.0
76561197970982479,76561197970982479,242050,Assassin's Creed IV Black Flag,1377,0.0
76561197970982479,76561197970982479,257350,Baldur's Gate II: Enhanced Edition,0,0.0
76561197970982479,76561197970982479,213670,South Park™: The Stick of Truth™,121,0.0
76561197970982479,76561197970982479,238010,Deus Ex: Human Revolution - Director's Cut,2176,0.0
76561197970982479,76561197970982479,245470,Democracy 3,246,0.0
76561197970982479,76561197970982479,221910,The Stanley Parable,157,0.0
76561197970982479,76561197970982479,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,467,0.0
76561197970982479,76561197970982479,238430,Contagion,77,0.0
76561197970982479,76561197970982479,261030,The Walking Dead: Season Two,567,0.0
76561197970982479,76561197970982479,261570,Ori and the Blind Forest,39,0.0
76561197970982479,76561197970982479,263980,Out There Somewhere,0,0.0
76561197970982479,76561197970982479,39150,FINAL FANTASY VIII,15,0.0
